sample_id,image_id,class_name,image_label,label,image_path,mask_paths,mask_path,split,height,width,image_area,gt_area,gt_area_ratio,mask_quartile
authentic__15409,15409,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15409.png,,,train,666,1266,843156,0,0.0,
authentic__15463,15463,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15463.png,,,train,512,519,265728,0,0.0,
authentic__15566,15566,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15566.png,,,train,621,626,388746,0,0.0,
authentic__15573,15573,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15573.png,,,train,256,256,65536,0,0.0,
authentic__156,156,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/156.png,,,train,1200,1600,1920000,0,0.0,
authentic__15660,15660,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15660.png,,,train,256,256,65536,0,0.0,
authentic__15670,15670,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15670.png,,,train,512,781,399872,0,0.0,
authentic__1575,1575,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1575.png,,,train,256,256,65536,0,0.0,
authentic__15767,15767,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15767.png,,,train,445,1608,715560,0,0.0,
authentic__15784,15784,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15784.png,,,train,520,696,361920,0,0.0,
authentic__15813,15813,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15813.png,,,train,166,261,43326,0,0.0,
authentic__15815,15815,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15815.png,,,train,1200,1600,1920000,0,0.0,
authentic__15816,15816,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15816.png,,,train,256,256,65536,0,0.0,
authentic__15879,15879,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15879.png,,,train,512,634,324608,0,0.0,
authentic__15886,15886,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15886.png,,,train,1254,1796,2252184,0,0.0,
authentic__15913,15913,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15913.png,,,train,256,256,65536,0,0.0,
authentic__15987,15987,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15987.png,,,train,358,941,336878,0,0.0,
authentic__15994,15994,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/15994.png,,,train,2592,3888,10077696,0,0.0,
authentic__16037,16037,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16037.png,,,train,1024,1024,1048576,0,0.0,
authentic__16061,16061,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16061.png,,,train,2592,3888,10077696,0,0.0,
authentic__16108,16108,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16108.png,,,train,666,1000,666000,0,0.0,
authentic__16112,16112,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16112.png,,,train,125,1126,140750,0,0.0,
authentic__16130,16130,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16130.png,,,train,3888,2592,10077696,0,0.0,
authentic__16184,16184,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16184.png,,,train,666,1000,666000,0,0.0,
authentic__16191,16191,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16191.png,,,train,91,593,53963,0,0.0,
authentic__16205,16205,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16205.png,,,train,1912,2568,4910016,0,0.0,
authentic__16215,16215,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16215.png,,,train,3888,2592,10077696,0,0.0,
authentic__1625,1625,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1625.png,,,train,512,512,262144,0,0.0,
authentic__16293,16293,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16293.png,,,train,666,1000,666000,0,0.0,
authentic__16336,16336,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16336.png,,,train,105,1309,137445,0,0.0,
authentic__16357,16357,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16357.png,,,train,1024,1024,1048576,0,0.0,
authentic__16359,16359,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16359.png,,,train,520,696,361920,0,0.0,
authentic__1638,1638,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1638.png,,,train,1200,1600,1920000,0,0.0,
authentic__16485,16485,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16485.png,,,train,94,518,48692,0,0.0,
authentic__16526,16526,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16526.png,,,train,512,559,286208,0,0.0,
authentic__16538,16538,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16538.png,,,train,256,256,65536,0,0.0,
authentic__16550,16550,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16550.png,,,train,1024,1024,1048576,0,0.0,
authentic__16579,16579,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16579.png,,,train,843,1042,878406,0,0.0,
authentic__16612,16612,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16612.png,,,train,273,753,205569,0,0.0,
authentic__16614,16614,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16614.png,,,train,1024,1280,1310720,0,0.0,
authentic__16630,16630,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16630.png,,,train,206,715,147290,0,0.0,
authentic__16648,16648,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16648.png,,,train,360,360,129600,0,0.0,
authentic__16649,16649,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16649.png,,,train,256,256,65536,0,0.0,
authentic__16667,16667,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16667.png,,,train,256,256,65536,0,0.0,
authentic__16683,16683,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16683.png,,,train,1912,2568,4910016,0,0.0,
authentic__16751,16751,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16751.png,,,train,1024,1024,1048576,0,0.0,
authentic__16897,16897,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16897.png,,,train,520,696,361920,0,0.0,
authentic__16939,16939,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16939.png,,,train,666,1000,666000,0,0.0,
authentic__16951,16951,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/16951.png,,,train,256,256,65536,0,0.0,
authentic__17008,17008,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17008.png,,,train,164,659,108076,0,0.0,
authentic__17030,17030,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17030.png,,,train,512,512,262144,0,0.0,
authentic__17052,17052,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17052.png,,,train,563,734,413242,0,0.0,
authentic__17124,17124,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17124.png,,,train,935,447,417945,0,0.0,
authentic__17128,17128,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17128.png,,,train,666,1000,666000,0,0.0,
authentic__17134,17134,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17134.png,,,train,424,684,290016,0,0.0,
authentic__17218,17218,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17218.png,,,train,360,360,129600,0,0.0,
authentic__17268,17268,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17268.png,,,train,99,1041,103059,0,0.0,
authentic__17280,17280,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17280.png,,,train,512,556,284672,0,0.0,
authentic__17324,17324,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17324.png,,,train,666,1000,666000,0,0.0,
authentic__17334,17334,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17334.png,,,train,1200,1600,1920000,0,0.0,
authentic__17418,17418,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17418.png,,,train,360,360,129600,0,0.0,
authentic__17555,17555,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17555.png,,,train,1200,1600,1920000,0,0.0,
authentic__17583,17583,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17583.png,,,train,86,410,35260,0,0.0,
authentic__17648,17648,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17648.png,,,train,1200,1600,1920000,0,0.0,
authentic__17651,17651,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17651.png,,,train,78,733,57174,0,0.0,
authentic__17660,17660,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17660.png,,,train,512,545,279040,0,0.0,
authentic__17695,17695,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17695.png,,,train,512,525,268800,0,0.0,
authentic__17826,17826,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17826.png,,,train,520,696,361920,0,0.0,
authentic__1783,1783,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1783.png,,,train,520,696,361920,0,0.0,
authentic__17878,17878,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17878.png,,,train,1200,1600,1920000,0,0.0,
authentic__17904,17904,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17904.png,,,train,512,664,339968,0,0.0,
authentic__17923,17923,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17923.png,,,train,581,233,135373,0,0.0,
authentic__17980,17980,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/17980.png,,,train,534,512,273408,0,0.0,
authentic__18037,18037,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18037.png,,,train,132,1006,132792,0,0.0,
authentic__1804,1804,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1804.png,,,train,95,919,87305,0,0.0,
authentic__18054,18054,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18054.png,,,train,610,610,372100,0,0.0,
authentic__18153,18153,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18153.png,,,train,360,360,129600,0,0.0,
authentic__18362,18362,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18362.png,,,train,666,1000,666000,0,0.0,
authentic__18425,18425,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18425.png,,,train,512,711,364032,0,0.0,
authentic__18463,18463,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18463.png,,,train,464,633,293712,0,0.0,
authentic__18472,18472,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18472.png,,,train,256,256,65536,0,0.0,
authentic__1859,1859,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/1859.png,,,train,360,360,129600,0,0.0,
authentic__18617,18617,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18617.png,,,train,666,1000,666000,0,0.0,
authentic__18679,18679,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18679.png,,,train,512,683,349696,0,0.0,
authentic__18696,18696,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18696.png,,,train,512,784,401408,0,0.0,
authentic__18760,18760,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18760.png,,,train,90,817,73530,0,0.0,
authentic__18781,18781,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18781.png,,,train,256,320,81920,0,0.0,
authentic__18788,18788,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18788.png,,,train,574,421,241654,0,0.0,
authentic__18877,18877,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/18877.png,,,train,176,138,24288,0,0.0,
