image_file,mask_file,image_shape,mask_shape,image_hw,mask_hw,same_hw,status
14891.png,14891.npy,"(617, 1283, 3)","(1, 617, 1283)","(617, 1283)","(617, 1283)",True,ok
14898.png,14898.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
14908.png,14908.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
14930.png,14930.npy,"(1028, 1384)","(1, 1028, 1384)","(1028, 1384)","(1028, 1384)",True,ok
14944.png,14944.npy,"(121, 495, 3)","(1, 121, 495)","(121, 495)","(121, 495)",True,ok
14954.png,14954.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
14959.png,14959.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
14965.png,14965.npy,"(512, 740, 3)","(1, 512, 740)","(512, 740)","(512, 740)",True,ok
14988.png,14988.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
14999.png,14999.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
15010.png,15010.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
15035.png,15035.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
15056.png,15056.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
15061.png,15061.npy,"(1024, 1280, 3)","(2, 1024, 1280)","(1024, 1280)","(2, 1024)",False,shape_mismatch
15120.png,15120.npy,"(512, 776, 3)","(1, 512, 776)","(512, 776)","(512, 776)",True,ok
15171.png,15171.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
15176.png,15176.npy,"(89, 260, 3)","(1, 89, 260)","(89, 260)","(89, 260)",True,ok
15205.png,15205.npy,"(88, 502, 3)","(1, 88, 502)","(88, 502)","(88, 502)",True,ok
15269.png,15269.npy,"(3888, 2592, 3)","(2, 3888, 2592)","(3888, 2592)","(2, 3888)",False,shape_mismatch
15285.png,15285.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
15295.png,15295.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
15314.png,15314.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
15321.png,15321.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
1536.png,1536.npy,"(117, 558, 3)","(1, 117, 558)","(117, 558)","(117, 558)",True,ok
15369.png,15369.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
1538.png,1538.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
15389.png,15389.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
15409.png,15409.npy,"(666, 1266, 3)","(3, 666, 1266)","(666, 1266)","(3, 666)",False,shape_mismatch
15426.png,15426.npy,"(525, 512, 3)","(1, 525, 512)","(525, 512)","(525, 512)",True,ok
15453.png,15453.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
15463.png,15463.npy,"(512, 519, 3)","(1, 512, 519)","(512, 519)","(512, 519)",True,ok
15566.png,15566.npy,"(621, 626, 3)","(1, 621, 626)","(621, 626)","(621, 626)",True,ok
15573.png,15573.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
15579.png,15579.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
156.png,156.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
15657.png,15657.npy,"(514, 512, 3)","(1, 514, 512)","(514, 512)","(514, 512)",True,ok
15660.png,15660.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
15670.png,15670.npy,"(512, 781, 3)","(1, 512, 781)","(512, 781)","(512, 781)",True,ok
15733.png,15733.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
1574.png,1574.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
1575.png,1575.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
15767.png,15767.npy,"(445, 1608, 3)","(2, 445, 1608)","(445, 1608)","(2, 445)",False,shape_mismatch
15784.png,15784.npy,"(520, 696, 4)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
1580.png,1580.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
15813.png,15813.npy,"(166, 261, 3)","(1, 166, 261)","(166, 261)","(166, 261)",True,ok
15815.png,15815.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
15816.png,15816.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
15835.png,15835.npy,"(167, 941, 3)","(1, 167, 941)","(167, 941)","(167, 941)",True,ok
15860.png,15860.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
1587.png,1587.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
15879.png,15879.npy,"(512, 634, 3)","(1, 512, 634)","(512, 634)","(512, 634)",True,ok
15886.png,15886.npy,"(1254, 1796, 3)","(3, 1254, 1796)","(1254, 1796)","(3, 1254)",False,shape_mismatch
15913.png,15913.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
15940.png,15940.npy,"(496, 623, 3)","(2, 496, 623)","(496, 623)","(2, 496)",False,shape_mismatch
15987.png,15987.npy,"(358, 941, 3)","(3, 358, 941)","(358, 941)","(3, 358)",False,shape_mismatch
15994.png,15994.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
16037.png,16037.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
16061.png,16061.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
1608.png,1608.npy,"(1492, 1311, 3)","(3, 1492, 1311)","(1492, 1311)","(3, 1492)",False,shape_mismatch
16097.png,16097.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
16108.png,16108.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
16112.png,16112.npy,"(125, 1126, 3)","(2, 125, 1126)","(125, 1126)","(2, 125)",False,shape_mismatch
16130.png,16130.npy,"(3888, 2592, 3)","(2, 3888, 2592)","(3888, 2592)","(2, 3888)",False,shape_mismatch
16161.png,16161.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
16184.png,16184.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
16191.png,16191.npy,"(91, 593, 3)","(1, 91, 593)","(91, 593)","(91, 593)",True,ok
16205.png,16205.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
16215.png,16215.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
16219.png,16219.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
16221.png,16221.npy,"(500, 500, 3)","(3, 500, 500)","(500, 500)","(3, 500)",False,shape_mismatch
16227.png,16227.npy,"(512, 638, 3)","(2, 512, 638)","(512, 638)","(2, 512)",False,shape_mismatch
1625.png,1625.npy,"(512, 512, 4)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
16293.png,16293.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
16294.png,16294.npy,"(127, 719, 3)","(1, 127, 719)","(127, 719)","(127, 719)",True,ok
16336.png,16336.npy,"(105, 1309, 3)","(1, 105, 1309)","(105, 1309)","(105, 1309)",True,ok
16357.png,16357.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
16359.png,16359.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
1638.png,1638.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
1641.png,1641.npy,"(512, 513, 3)","(2, 512, 513)","(512, 513)","(2, 512)",False,shape_mismatch
16410.png,16410.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
16442.png,16442.npy,"(133, 615, 3)","(1, 133, 615)","(133, 615)","(133, 615)",True,ok
16485.png,16485.npy,"(94, 518, 3)","(1, 94, 518)","(94, 518)","(94, 518)",True,ok
16526.png,16526.npy,"(512, 559, 3)","(1, 512, 559)","(512, 559)","(512, 559)",True,ok
16534.png,16534.npy,"(172, 196, 3)","(1, 172, 196)","(172, 196)","(172, 196)",True,ok
16538.png,16538.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
16550.png,16550.npy,"(1024, 1024)","(2, 1024, 1024)","(1024, 1024)","(2, 1024)",False,shape_mismatch
16566.png,16566.npy,"(512, 518, 3)","(2, 512, 518)","(512, 518)","(2, 512)",False,shape_mismatch
16579.png,16579.npy,"(843, 1042, 3)","(1, 843, 1042)","(843, 1042)","(843, 1042)",True,ok
16590.png,16590.npy,"(512, 512)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
1661.png,1661.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
16612.png,16612.npy,"(273, 753, 3)","(1, 273, 753)","(273, 753)","(273, 753)",True,ok
16614.png,16614.npy,"(1024, 1280, 3)","(1, 1024, 1280)","(1024, 1280)","(1024, 1280)",True,ok
16630.png,16630.npy,"(206, 715, 3)","(1, 206, 715)","(206, 715)","(206, 715)",True,ok
16647.png,16647.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
16648.png,16648.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
16649.png,16649.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
16667.png,16667.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
16683.png,16683.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
16703.png,16703.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
16729.png,16729.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
16751.png,16751.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
16855.png,16855.npy,"(633, 854, 3)","(1, 633, 854)","(633, 854)","(633, 854)",True,ok
1686.png,1686.npy,"(103, 484, 3)","(1, 103, 484)","(103, 484)","(103, 484)",True,ok
16866.png,16866.npy,"(512, 515, 3)","(1, 512, 515)","(512, 515)","(512, 515)",True,ok
16884.png,16884.npy,"(512, 776, 3)","(2, 512, 776)","(512, 776)","(2, 512)",False,shape_mismatch
16897.png,16897.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
16939.png,16939.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
16951.png,16951.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
16960.png,16960.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
16974.png,16974.npy,"(552, 685, 3)","(2, 552, 685)","(552, 685)","(2, 552)",False,shape_mismatch
17008.png,17008.npy,"(164, 659, 3)","(1, 164, 659)","(164, 659)","(164, 659)",True,ok
17030.png,17030.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
17052.png,17052.npy,"(563, 734, 3)","(1, 563, 734)","(563, 734)","(563, 734)",True,ok
17071.png,17071.npy,"(274, 462, 3)","(1, 274, 462)","(274, 462)","(274, 462)",True,ok
17124.png,17124.npy,"(935, 447, 3)","(2, 935, 447)","(935, 447)","(2, 935)",False,shape_mismatch
17128.png,17128.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
17134.png,17134.npy,"(424, 684, 3)","(2, 424, 684)","(424, 684)","(2, 424)",False,shape_mismatch
17218.png,17218.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
17245.png,17245.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
17249.png,17249.npy,"(512, 727, 3)","(2, 512, 727)","(512, 727)","(2, 512)",False,shape_mismatch
17268.png,17268.npy,"(99, 1041, 3)","(1, 99, 1041)","(99, 1041)","(99, 1041)",True,ok
17279.png,17279.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
17280.png,17280.npy,"(512, 556, 3)","(1, 512, 556)","(512, 556)","(512, 556)",True,ok
17298.png,17298.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
17324.png,17324.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
17334.png,17334.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
17388.png,17388.npy,"(100, 609, 3)","(1, 100, 609)","(100, 609)","(100, 609)",True,ok
17418.png,17418.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
17493.png,17493.npy,"(205, 1376, 3)","(1, 205, 1376)","(205, 1376)","(205, 1376)",True,ok
17528.png,17528.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
17555.png,17555.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
17583.png,17583.npy,"(86, 410, 3)","(1, 86, 410)","(86, 410)","(86, 410)",True,ok
176.png,176.npy,"(85, 517, 3)","(1, 85, 517)","(85, 517)","(85, 517)",True,ok
17625.png,17625.npy,"(512, 545, 3)","(2, 512, 545)","(512, 545)","(2, 512)",False,shape_mismatch
17648.png,17648.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
17651.png,17651.npy,"(78, 733, 3)","(1, 78, 733)","(78, 733)","(78, 733)",True,ok
17660.png,17660.npy,"(512, 545, 3)","(2, 512, 545)","(512, 545)","(2, 512)",False,shape_mismatch
17695.png,17695.npy,"(512, 525, 3)","(2, 512, 525)","(512, 525)","(2, 512)",False,shape_mismatch
17754.png,17754.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
17756.png,17756.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
17815.png,17815.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
17826.png,17826.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
1783.png,1783.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
17846.png,17846.npy,"(91, 530, 3)","(1, 91, 530)","(91, 530)","(91, 530)",True,ok
17878.png,17878.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
17904.png,17904.npy,"(512, 664, 3)","(2, 512, 664)","(512, 664)","(2, 512)",False,shape_mismatch
17923.png,17923.npy,"(581, 233, 3)","(1, 581, 233)","(581, 233)","(581, 233)",True,ok
17980.png,17980.npy,"(534, 512, 3)","(2, 534, 512)","(534, 512)","(2, 534)",False,shape_mismatch
18000.png,18000.npy,"(112, 1596, 3)","(1, 112, 1596)","(112, 1596)","(112, 1596)",True,ok
18017.png,18017.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
18037.png,18037.npy,"(132, 1006, 3)","(2, 132, 1006)","(132, 1006)","(2, 132)",False,shape_mismatch
1804.png,1804.npy,"(95, 919, 3)","(1, 95, 919)","(95, 919)","(95, 919)",True,ok
18054.png,18054.npy,"(610, 610, 3)","(2, 610, 610)","(610, 610)","(2, 610)",False,shape_mismatch
1813.png,1813.npy,"(816, 360, 3)","(2, 816, 360)","(816, 360)","(2, 816)",False,shape_mismatch
18153.png,18153.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
18316.png,18316.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
18362.png,18362.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
18425.png,18425.npy,"(512, 711, 3)","(3, 512, 711)","(512, 711)","(3, 512)",False,shape_mismatch
18440.png,18440.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
18462.png,18462.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
18463.png,18463.npy,"(464, 633, 3)","(2, 464, 633)","(464, 633)","(2, 464)",False,shape_mismatch
18472.png,18472.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
18554.png,18554.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
1856.png,1856.npy,"(143, 528, 3)","(1, 143, 528)","(143, 528)","(143, 528)",True,ok
1859.png,1859.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
18617.png,18617.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
18679.png,18679.npy,"(512, 683, 3)","(1, 512, 683)","(512, 683)","(512, 683)",True,ok
18696.png,18696.npy,"(512, 784, 3)","(1, 512, 784)","(512, 784)","(512, 784)",True,ok
187.png,187.npy,"(877, 802, 3)","(2, 877, 802)","(877, 802)","(2, 877)",False,shape_mismatch
1873.png,1873.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
18760.png,18760.npy,"(90, 817, 3)","(1, 90, 817)","(90, 817)","(90, 817)",True,ok
18781.png,18781.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
18788.png,18788.npy,"(574, 421, 3)","(1, 574, 421)","(574, 421)","(574, 421)",True,ok
1879.png,1879.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
18877.png,18877.npy,"(176, 138, 3)","(1, 176, 138)","(176, 138)","(176, 138)",True,ok
18929.png,18929.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
18940.png,18940.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
18971.png,18971.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
18995.png,18995.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
19054.png,19054.npy,"(70, 448, 3)","(1, 70, 448)","(70, 448)","(70, 448)",True,ok
19074.png,19074.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
19116.png,19116.npy,"(940, 492, 3)","(2, 940, 492)","(940, 492)","(2, 940)",False,shape_mismatch
19121.png,19121.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
19130.png,19130.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
19148.png,19148.npy,"(617, 1283, 3)","(1, 617, 1283)","(617, 1283)","(617, 1283)",True,ok
19162.png,19162.npy,"(129, 460, 3)","(1, 129, 460)","(129, 460)","(129, 460)",True,ok
19193.png,19193.npy,"(512, 661, 3)","(2, 512, 661)","(512, 661)","(2, 512)",False,shape_mismatch
19253.png,19253.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
19281.png,19281.npy,"(391, 978, 3)","(1, 391, 978)","(391, 978)","(391, 978)",True,ok
19294.png,19294.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
19331.png,19331.npy,"(1225, 1489, 3)","(2, 1225, 1489)","(1225, 1489)","(2, 1225)",False,shape_mismatch
19332.png,19332.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
19361.png,19361.npy,"(520, 696, 3)","(3, 520, 696)","(520, 696)","(3, 520)",False,shape_mismatch
1940.png,1940.npy,"(88, 502, 3)","(1, 88, 502)","(88, 502)","(88, 502)",True,ok
19467.png,19467.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
19512.png,19512.npy,"(76, 745, 3)","(1, 76, 745)","(76, 745)","(76, 745)",True,ok
19554.png,19554.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
19563.png,19563.npy,"(525, 246, 3)","(1, 525, 246)","(525, 246)","(525, 246)",True,ok
19593.png,19593.npy,"(214, 1368, 3)","(1, 214, 1368)","(214, 1368)","(214, 1368)",True,ok
19620.png,19620.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
19621.png,19621.npy,"(1024, 1280, 3)","(2, 1024, 1280)","(1024, 1280)","(2, 1024)",False,shape_mismatch
19622.png,19622.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
19627.png,19627.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
19633.png,19633.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
19668.png,19668.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
19684.png,19684.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
19709.png,19709.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
19718.png,19718.npy,"(118, 843, 3)","(1, 118, 843)","(118, 843)","(118, 843)",True,ok
19728.png,19728.npy,"(127, 305, 3)","(1, 127, 305)","(127, 305)","(127, 305)",True,ok
19734.png,19734.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
19775.png,19775.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
19777.png,19777.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
19844.png,19844.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
19847.png,19847.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
19895.png,19895.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
19915.png,19915.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
19933.png,19933.npy,"(631, 211, 3)","(1, 631, 211)","(631, 211)","(631, 211)",True,ok
19935.png,19935.npy,"(520, 696, 3)","(3, 520, 696)","(520, 696)","(3, 520)",False,shape_mismatch
19953.png,19953.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
19964.png,19964.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
19981.png,19981.npy,"(180, 901, 3)","(1, 180, 901)","(180, 901)","(180, 901)",True,ok
19986.png,19986.npy,"(420, 590, 3)","(1, 420, 590)","(420, 590)","(420, 590)",True,ok
19993.png,19993.npy,"(1311, 1449, 3)","(2, 1311, 1449)","(1311, 1449)","(2, 1311)",False,shape_mismatch
20007.png,20007.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
20009.png,20009.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
20010.png,20010.npy,"(512, 723, 3)","(3, 512, 723)","(512, 723)","(3, 512)",False,shape_mismatch
20096.png,20096.npy,"(512, 740, 3)","(1, 512, 740)","(512, 740)","(512, 740)",True,ok
20097.png,20097.npy,"(512, 514, 3)","(1, 512, 514)","(512, 514)","(512, 514)",True,ok
20103.png,20103.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
20144.png,20144.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
20151.png,20151.npy,"(520, 696, 4)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
20193.png,20193.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
20194.png,20194.npy,"(512, 687, 3)","(1, 512, 687)","(512, 687)","(512, 687)",True,ok
20270.png,20270.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
20282.png,20282.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
2032.png,2032.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
20342.png,20342.npy,"(2592, 3888, 3)","(2, 2592, 3888)","(2592, 3888)","(2, 2592)",False,shape_mismatch
20343.png,20343.npy,"(121, 128, 3)","(1, 121, 128)","(121, 128)","(121, 128)",True,ok
20379.png,20379.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
